GFI1--ZNF163,g.41,85.2,Rubredoxin-like 
GFM1--EFG--EFG1--GFM,c.37,94.2,P-loop containing nucleoside triphosphate hydrolases 
GFM1--EFG--EFG1--GFM,d.14,98.6,Ribosomal protein S5 domain 2-like 
GFM1--EFG--EFG1--GFM,b.43,98.5,Reductase_isomerase_elongation factor common domain 
GFM1--EFG--EFG1--GFM,d.58,99.1,Ferredoxin-like 
GFM2--EFG2--MSTP027,c.37,96.0,P-loop containing nucleoside triphosphate hydrolases 
GFM2--EFG2--MSTP027,d.58,98.8,Ferredoxin-like 
GFM2--EFG2--MSTP027,b.43,98.0,Reductase_isomerase_elongation factor common domain 
GFM2--EFG2--MSTP027,d.14,98.5,Ribosomal protein S5 domain 2-like 
GFOD1--C6orf114,c.2,86.5,NAD(P)-binding Rossmann-fold domains 
GFOD1--C6orf114,d.81,97.7,FwdE_GAPDH domain-like 
GFPT1--GFAT--GFPT,c.80,83.2,SIS domain 
GFPT1--GFAT--GFPT,d.153,92.3,Ntn hydrolase-like 
GFPT2,d.153,94.6,Ntn hydrolase-like 
GFPT2,c.66,80.2,S-adenosyl-L-methionine-dependent methyltransferases 
GFPT2,c.80,95.4,SIS domain 
GFRA1--GDNFRA--RETL1--TRNR1,a.228,100.0,GDNF receptor-like 
GFRA2--GDNFRB--RETL2--TRNR2,a.228,100.0,GDNF receptor-like 
GFRA4,a.228,99.5,GDNF receptor-like 
GGA1,a.7,99.5,Spectrin repeat-like 
GGA1,a.118,92.5,alpha-alpha  uperhelix 
GGA1,b.1,99.9,Immunoglobulin-like beta-sandwich 
GGA2--KIAA1080,a.118,94.6,alpha-alpha  uperhelix 
GGA2--KIAA1080,b.1,99.8,Immunoglobulin-like beta-sandwich 
GGA2--KIAA1080,a.7,99.3,Spectrin repeat-like 
GGA3--KIAA0154,a.7,99.3,Spectrin repeat-like 
GGA3--KIAA0154,b.1,99.9,Immunoglobulin-like beta-sandwich 
GGA3--KIAA0154,a.118,99.9,alpha-alpha  uperhelix 
GGACT--A2LD1,d.269,99.3,Gamma-glutamyl cyclotransferase-like 
GGCT--C7orf24--CRF21,d.269,96.3,Gamma-glutamyl cyclotransferase-like 
GGCX--GC,b.82,82.8,Double-stranded beta-helix 
GGH,c.23,95.8,Flavodoxin-like 
GGPS1,a.128,99.9,Terpenoid synthases 
GGT1--GGT,d.153,100.0,Ntn hydrolase-like 
GGT2,d.153,100.0,Ntn hydrolase-like 
GGT3P--GGT3,d.153,100.0,Ntn hydrolase-like 
GGT5--GGTLA1,d.153,100.0,Ntn hydrolase-like 
GGT6,d.153,99.8,Ntn hydrolase-like 
GGT7--GGTL3--GGTL5,d.153,100.0,Ntn hydrolase-like 
GGTLC1--GGTLA4,d.153,100.0,Ntn hydrolase-like 
GGTLC2--GGTL4,d.153,99.9,Ntn hydrolase-like 
GGTLC3,d.153,100.0,Ntn hydrolase-like 
GH1,a.26,100.0,4-helical cytokines 
GH2,a.26,100.0,4-helical cytokines 
GHR,b.1,87.3,Immunoglobulin-like beta-sandwich 
GHRHR,g.76,98.9,Hormone receptor domain 
GHRHR,f.13,93.6,Family A G protein-coupled receptor-like 
GHSR,f.13,100.0,Family A G protein-coupled receptor-like 
GID8--C20orf11,a.221,82.6,Lissencephaly-1 protein (Lis-1- PAF-AH alpha) N-terminal domain 
GIGYF1--CDS2--PERQ1--PP3360,d.76,98.2,GYF_BRK domain-like 
GIGYF2--KIAA0642--PERQ2--TNRC15,d.76,98.1,GYF_BRK domain-like 
GIMAP1--IMAP1,c.37,95.7,P-loop containing nucleoside triphosphate hydrolases 
GIMAP2--IMAP2,c.37,95.0,P-loop containing nucleoside triphosphate hydrolases 
GIMAP4--IAN1--IMAP4--MSTP062,c.37,96.5,P-loop containing nucleoside triphosphate hydrolases 
GIMAP5--IAN4L1--IAN5--IMAP3,c.37,96.2,P-loop containing nucleoside triphosphate hydrolases 
GIMAP6--IAN2--IAN6,c.37,95.7,P-loop containing nucleoside triphosphate hydrolases 
GIMAP7--IAN7,c.37,96.8,P-loop containing nucleoside triphosphate hydrolases 
GIMAP8--IAN9--IANT,c.37,95.5,P-loop containing nucleoside triphosphate hydrolases 
GIMD1,c.37,95.8,P-loop containing nucleoside triphosphate hydrolases 
GIN1--TGIN1--ZH2C2,c.55,97.9,Ribonuclease H-like motif 
GINS1--KIAA0186--PSF1,a.278,100.0,GINS helical bundle-like 
GINS2--PSF2--CGI-122--DC5--HSPC037,d.344,91.8,GINS_PriA_YqbF domain 
GINS2--PSF2--CGI-122--DC5--HSPC037,a.278,100.0,GINS helical bundle-like 
GINS3--PSF3,d.344,100.0,GINS_PriA_YqbF domain 
GINS3--PSF3,a.278,100.0,GINS helical bundle-like 
GINS4--SLD5,a.278,100.0,GINS helical bundle-like 
GINS4--SLD5,d.344,99.9,GINS_PriA_YqbF domain 
GIPC1--C19orf3--GIPC--RGS19IP1,b.36,90.2,PDZ domain-like 
GIPC2,b.36,93.0,PDZ domain-like 
GIPC3--C19orf64,b.36,96.0,PDZ domain-like 
GIPC3--C19orf64,d.15,85.0,beta-Grasp (ubiquitin-like) 
GIPR,g.76,98.5,Hormone receptor domain 
GIT1,g.45,87.3,ArfGap_RecO-like zinc finger 
GIT1,d.211,97.0,beta-hairpin-alpha-hairpin repeat 
GIT1,a.118,98.0,alpha-alpha  uperhelix 
GIT2--KIAA0148,d.211,96.9,beta-hairpin-alpha-hairpin repeat 
GIT2--KIAA0148,g.45,99.8,ArfGap_RecO-like zinc finger 
GIT2--KIAA0148,a.118,97.6,alpha-alpha  uperhelix 
GJA1--GJAL,f.50,100.0,Connexin43 
GJA3,f.50,88.1,Connexin43 
GJA5,f.50,81.0,Connexin43 
GJA8,f.50,84.2,Connexin43 
GK2--GKP2--GKTA,c.55,100.0,Ribonuclease H-like motif 
GK3P--GKP3--GKTB,c.55,100.0,Ribonuclease H-like motif 
GK5,c.55,82.5,Ribonuclease H-like motif 
GK,c.55,100.0,Ribonuclease H-like motif 
GLA,c.1,100.0,TIM beta_alpha-barrel 
GLA,b.71,89.3,Glycosyl hydrolase domain 
GLB1--ELNR1,c.1,83.0,TIM beta_alpha-barrel 
GLB1--ELNR1,b.18,92.5,Galactose-binding domain-like 
GLB1L3,c.1,83.0,TIM beta_alpha-barrel 
GLDC--GCSP,c.67,100.0,PLP-dependent transferase-like 
GLI1--GLI,g.37,80.3,beta-beta-alpha zinc fingers 
GLI2--THP,g.37,80.7,beta-beta-alpha zinc fingers 
GLI3,g.37,80.6,beta-beta-alpha zinc fingers 
GLI4--HKR4,g.37,93.0,beta-beta-alpha zinc fingers 
GLIPR1--GLIPR--RTVP1,d.111,99.9,PR-1-like 
GLIPR1L2,d.111,99.6,PR-1-like 
GLIPR2--C9orf19--GAPR1,d.111,99.7,PR-1-like 
GLIS1,g.37,81.1,beta-beta-alpha zinc fingers 
GLIS2--NKL,g.41,87.2,Rubredoxin-like 
GLIS2--NKL,g.37,94.4,beta-beta-alpha zinc fingers 
GLIS3--ZNF515,g.37,80.8,beta-beta-alpha zinc fingers 
GLO1,d.32,99.7,Glyoxalase_Bleomycin resistance protein_Dihydroxybiphenyl dioxygenase 
GLOD4--C17orf25--CGI-150--My027,d.32,89.0,Glyoxalase_Bleomycin resistance protein_Dihydroxybiphenyl dioxygenase 
GLOD5,d.32,98.9,Glyoxalase_Bleomycin resistance protein_Dihydroxybiphenyl dioxygenase 
GLP1R,g.76,98.9,Hormone receptor domain 
GLP1R,f.13,90.1,Family A G protein-coupled receptor-like 
GLP2R,f.13,88.1,Family A G protein-coupled receptor-like 
GLP2R,g.76,98.7,Hormone receptor domain 
GLRA1,f.36,99.4,Neurotransmitter-gated ion-channel transmembrane pore 
GLRA1,b.96,99.9,Nicotinic receptor ligand binding domain-like 
GLRA2,f.36,99.3,Neurotransmitter-gated ion-channel transmembrane pore 
GLRA2,b.96,99.9,Nicotinic receptor ligand binding domain-like 
GLRA3,b.96,99.9,Nicotinic receptor ligand binding domain-like 
GLRA3,f.36,99.3,Neurotransmitter-gated ion-channel transmembrane pore 
GLRA4,b.96,99.9,Nicotinic receptor ligand binding domain-like 
GLRA4,f.36,99.4,Neurotransmitter-gated ion-channel transmembrane pore 
GLRB,b.96,99.9,Nicotinic receptor ligand binding domain-like 
GLRB,f.36,98.7,Neurotransmitter-gated ion-channel transmembrane pore 
GLRX2--GRX2--CGI-133,c.47,90.5,Thioredoxin fold 
GLRX3--PICOT--TXNL2--HUSSY-22,c.47,99.5,Thioredoxin fold 
GLRX5--C14orf87,c.47,84.4,Thioredoxin fold 
GLRX--GRX,c.47,82.9,Thioredoxin fold 
GLS2--GA,d.211,97.3,beta-hairpin-alpha-hairpin repeat 
GLS2--GA,a.118,98.2,alpha-alpha  uperhelix 
GLS2--GA,e.3,100.0,beta-lactamase_transpeptidase-like 
GLS--GLS1--KIAA0838,d.211,96.8,beta-hairpin-alpha-hairpin repeat 
GLS--GLS1--KIAA0838,e.3,100.0,beta-lactamase_transpeptidase-like 
GLS--GLS1--KIAA0838,a.118,97.9,alpha-alpha  uperhelix 
GLT1D1,c.87,99.0,UDP-Glycosyltransferase_glycogen phosphorylase 
GLT6D1--GLTDC1--GT6M7,c.68,100.0,Nucleotide-diphospho-sugar transferases 
GLTPD2,a.224,99.9,Glycolipid transfer protein- GLTP 
GLTP,a.224,100.0,Glycolipid transfer protein- GLTP 
GLUD1--GLUD,c.2,89.9,NAD(P)-binding Rossmann-fold domains 
GLUD1--GLUD,d.21,84.4,Diaminopimelate epimerase-like 
GLUD1--GLUD,c.58,99.8,Aminoacid dehydrogenase-like- N-terminal domain 
GLUD1--GLUD,c.5,88.8,MurCD N-terminal domain 
GLUD2--GLUDP1,c.3,81.6,FAD_NAD(P)-binding domain 
GLUD2--GLUDP1,c.58,99.8,Aminoacid dehydrogenase-like- N-terminal domain 
GLUD2--GLUDP1,c.2,100.0,NAD(P)-binding Rossmann-fold domains 
GLUD2--GLUDP1,d.21,83.0,Diaminopimelate epimerase-like 
GLUD2--GLUDP1,c.5,92.1,MurCD N-terminal domain 
GLUL--GLNS,d.128,99.5,Glutamine synthetase_guanido kinase 
GLUL--GLNS,d.15,90.6,beta-Grasp (ubiquitin-like) 
GLYAT--ACGNAT--CAT--GAT,d.108,99.9,Acyl-CoA N-acyltransferases (Nat) 
GLYATL1--GNAT,d.108,81.6,Acyl-CoA N-acyltransferases (Nat) 
GLYATL2,d.108,80.4,Acyl-CoA N-acyltransferases (Nat) 
GLYATL3--C6orf140,d.108,99.9,Acyl-CoA N-acyltransferases (Nat) 
GLYCTK--HBEBP4--LP5910,c.118,100.0,GckA_TtuD-like 
GLYR1--HIBDL--NP60,c.2,86.9,NAD(P)-binding Rossmann-fold domains 
GLYR1--HIBDL--NP60,c.4,90.0,Nucleotide-binding domain 
GLYR1--HIBDL--NP60,c.5,85.4,MurCD N-terminal domain 
GLYR1--HIBDL--NP60,b.34,99.3,SH3-like barrel 
GLYR1--HIBDL--NP60,c.30,91.4,PreATP-grasp domain 
GLYR1--HIBDL--NP60,c.3,86.4,FAD_NAD(P)-binding domain 
GLYR1--HIBDL--NP60,a.100,99.4,6-phosphogluconate dehydrogenase C-terminal domain-like 
GLYR1--HIBDL--NP60,c.26,88.1,Adenine nucleotide alpha hydrolase-like 
GM2A,b.95,100.0,Ganglioside M2 (gm2) activator 
GM2A,b.1,95.0,Immunoglobulin-like beta-sandwich 
GMCL1--GCL,d.42,98.4,POZ domain 
GMCL1P1--GCL--GMCL1L,d.42,98.5,POZ domain 
GMDS,c.2,90.9,NAD(P)-binding Rossmann-fold domains 
GMEB1,d.217,99.5,SAND domain-like 
GMEB2--KIAA1269,d.217,99.6,SAND domain-like 
GMFB,b.42,80.5,beta-Trefoil 
GMFB,d.109,98.9,Gelsolin-like 
GMFG,d.109,98.5,Gelsolin-like 
GMIP,g.49,93.9,Cysteine-rich domain 
GMIP,a.116,99.9,GTPase activation domain- GAP 
GMIP,a.238,98.2,BAR_IMD domain-like 
GMPPA,b.81,82.6,Single-stranded left-handed beta-helix 
GMPPA,c.68,99.7,Nucleotide-diphospho-sugar transferases 
GMPPB,c.68,95.4,Nucleotide-diphospho-sugar transferases 
GMPPB,b.81,90.4,Single-stranded left-handed beta-helix 
GMPR2,c.1,85.0,TIM beta_alpha-barrel 
GMPR--GMPR1,c.23,81.6,Flavodoxin-like 
GMPR--GMPR1,c.1,93.0,TIM beta_alpha-barrel 
GMPS,c.23,98.6,Flavodoxin-like 
GMPS,d.52,97.6,Alpha-lytic protease prodomain-like 
GMPS,c.26,97.9,Adenine nucleotide alpha hydrolase-like 
GNA11--GA11,c.37,93.3,P-loop containing nucleoside triphosphate hydrolases 
GNA11--GA11,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNA12,c.37,94.5,P-loop containing nucleoside triphosphate hydrolases 
GNA12,a.66,99.8,Transducin (alpha subunit)- insertion domain 
GNA13,c.37,95.1,P-loop containing nucleoside triphosphate hydrolases 
GNA13,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNA14,c.37,94.9,P-loop containing nucleoside triphosphate hydrolases 
GNA14,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNA15--GNA16,c.37,95.7,P-loop containing nucleoside triphosphate hydrolases 
GNA15--GNA16,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAI1,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAI1,c.37,94.5,P-loop containing nucleoside triphosphate hydrolases 
GNAI2--GNAI2B,c.37,95.0,P-loop containing nucleoside triphosphate hydrolases 
GNAI2--GNAI2B,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAI3,c.37,94.4,P-loop containing nucleoside triphosphate hydrolases 
GNAI3,c.2,94.2,NAD(P)-binding Rossmann-fold domains 
GNAI3,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAL,c.37,94.5,P-loop containing nucleoside triphosphate hydrolases 
GNAL,a.66,99.8,Transducin (alpha subunit)- insertion domain 
GNAO1,c.37,95.9,P-loop containing nucleoside triphosphate hydrolases 
GNAO1,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAQ--GAQ,c.37,93.6,P-loop containing nucleoside triphosphate hydrolases 
GNAQ--GAQ,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAS--GNAS1--GSP,c.37,94.4,P-loop containing nucleoside triphosphate hydrolases 
GNAS--GNAS1--GSP,a.66,99.8,Transducin (alpha subunit)- insertion domain 
GNAT1--GNATR,c.37,94.6,P-loop containing nucleoside triphosphate hydrolases 
GNAT1--GNATR,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAT2--GNATC,c.37,95.1,P-loop containing nucleoside triphosphate hydrolases 
GNAT2--GNATC,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAT3,c.37,94.2,P-loop containing nucleoside triphosphate hydrolases 
GNAT3,a.66,99.9,Transducin (alpha subunit)- insertion domain 
GNAZ,c.37,95.9,P-loop containing nucleoside triphosphate hydrolases 
GNAZ,a.66,99.8,Transducin (alpha subunit)- insertion domain 
GNB1,b.68,95.1,6-bladed beta-propeller 
GNB1,b.69,99.6,7-bladed beta-propeller 
GNB1,b.70,92.9,8-bladed beta-propeller 
GNB1L--GY2--KIAA1645--WDR14--FKSG1,b.68,82.4,6-bladed beta-propeller 
GNB1L--GY2--KIAA1645--WDR14--FKSG1,b.69,98.5,7-bladed beta-propeller 
GNB1L--GY2--KIAA1645--WDR14--FKSG1,b.70,97.7,8-bladed beta-propeller 
GNB2,b.68,83.5,6-bladed beta-propeller 
GNB2,b.69,99.6,7-bladed beta-propeller 
GNB2,b.70,99.5,8-bladed beta-propeller 
GNB2L1--HLC7--PIG21,b.69,100.0,7-bladed beta-propeller 
GNB2L1--HLC7--PIG21,b.68,95.4,6-bladed beta-propeller 
GNB2L1--HLC7--PIG21,b.70,99.8,8-bladed beta-propeller 
GNB3,b.69,99.2,7-bladed beta-propeller 
GNB3,b.70,95.7,8-bladed beta-propeller 
GNB3,b.68,95.0,6-bladed beta-propeller 
GNB4,b.69,98.6,7-bladed beta-propeller 
GNB4,b.68,93.1,6-bladed beta-propeller 
GNB4,b.70,95.9,8-bladed beta-propeller 
GNB5,b.69,86.9,7-bladed beta-propeller 
GNB5,b.68,84.0,6-bladed beta-propeller 
GNB5,b.70,99.4,8-bladed beta-propeller 
GNE--GLCNE,c.55,92.8,Ribonuclease H-like motif 
GNE--GLCNE,c.87,100.0,UDP-Glycosyltransferase_glycogen phosphorylase 
GNG10--GNGT10,a.137,99.7,Non-globular all-alpha subunits of globular proteins 
GNG11--GNGT11,d.16,88.4,FAD-linked reductases- C-terminal domain 
GNG11--GNGT11,a.137,99.4,Non-globular all-alpha subunits of globular proteins 
GNG12,a.137,99.9,Non-globular all-alpha subunits of globular proteins 
GNG13,a.137,99.0,Non-globular all-alpha subunits of globular proteins 
GNG2,a.137,99.9,Non-globular all-alpha subunits of globular proteins 
GNG3--GNGT3,a.137,99.8,Non-globular all-alpha subunits of globular proteins 
GNG4--GNGT4,a.137,99.8,Non-globular all-alpha subunits of globular proteins 
GNG5--GNGT5,a.137,99.8,Non-globular all-alpha subunits of globular proteins 
GNG7--GNGT7,a.137,99.9,Non-globular all-alpha subunits of globular proteins 
GNG8--GNG9--GNGT9,a.137,99.8,Non-globular all-alpha subunits of globular proteins 
GNGT1,a.137,99.4,Non-globular all-alpha subunits of globular proteins 
GNGT2--GNG8--GNG9--GNGT8,d.16,82.4,FAD-linked reductases- C-terminal domain 
GNGT2--GNG8--GNG9--GNGT8,a.137,99.4,Non-globular all-alpha subunits of globular proteins 
GNL1--HSR1,c.37,93.4,P-loop containing nucleoside triphosphate hydrolases 
GNL2--NGP1,c.37,95.3,P-loop containing nucleoside triphosphate hydrolases 
GNL3--E2IG3--NS,c.37,95.4,P-loop containing nucleoside triphosphate hydrolases 
GNL3L,c.37,96.3,P-loop containing nucleoside triphosphate hydrolases 
GNLY--LAG2--NKG5--TLA519,a.64,98.3,Saposin-like 
GNMT,c.66,99.1,S-adenosyl-L-methionine-dependent methyltransferases 
GNMT,c.2,83.6,NAD(P)-binding Rossmann-fold domains 
GNPAT--DAPAT--DHAPAT,c.112,96.2,Glycerol-3-phosphate (1)-acyltransferase 
GNPDA1--GNPI--HLN--KIAA0060,c.124,97.3,NagB_RpiA_CoA transferase-like 
GNPDA2--GNP2,c.124,97.4,NagB_RpiA_CoA transferase-like 
GNPNAT1--GNA1,d.108,97.3,Acyl-CoA N-acyltransferases (Nat) 
GNPTAB--GNPTA--KIAA1208,g.65,91.5,Notch domain 
GNPTG--C16orf27--GNPTAG--CAB56184--LP2537,b.64,92.5,Mannose 6-phosphate receptor domain 
GNRHR2,f.13,99.4,Family A G protein-coupled receptor-like 
GNRHR--GRHR,f.13,99.8,Family A G protein-coupled receptor-like 
GNS,c.76,99.6,Alkaline phosphatase-like 
GOLGA1,a.193,81.3,GRIP domain 
GOLGA4,a.193,99.6,GRIP domain 
GOLPH3L--GPP34R,d.198,82.6,Secretion chaperone-like 
GON4L--GON4--KIAA1606,a.59,87.8,PAH2 domain 
GON4L--GON4--KIAA1606,a.4,81.0,DNA_RNA-binding 3-helical bundle 
GOPC--CAL--FIG,b.36,98.4,PDZ domain-like 
GORASP1--GOLPH5--GRASP65,b.36,80.4,PDZ domain-like 
GORASP2--GOLPH6,b.36,89.0,PDZ domain-like 
GOT1,c.67,83.8,PLP-dependent transferase-like 
GOT1L1,c.67,85.3,PLP-dependent transferase-like 
GOT2,c.67,85.5,PLP-dependent transferase-like 
GP1BA,c.10,96.7,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
GP1BB,c.10,96.8,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
GP5,c.10,99.1,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
GP6,b.1,86.3,Immunoglobulin-like beta-sandwich 
GP9,c.10,90.5,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
GPA33,b.1,98.1,Immunoglobulin-like beta-sandwich 
GPAA1--GAA1,c.56,89.8,Phosphorylase_hydrolase-like 
GPAM--GPAT1--KIAA1560,c.112,94.2,Glycerol-3-phosphate (1)-acyltransferase 
GPANK1--ANKRD59--BAT4--G5--GPATCH10,d.211,91.6,beta-hairpin-alpha-hairpin repeat 
GPANK1--ANKRD59--BAT4--G5--GPATCH10,a.118,95.3,alpha-alpha  uperhelix 
GPATCH11--CCDC75,g.49,85.9,Cysteine-rich domain 
GPATCH8--GPATC8--KIAA0553,g.37,94.6,beta-beta-alpha zinc fingers 
GPBAR1--TGR5,f.13,98.1,Family A G protein-coupled receptor-like 
GPC1,g.3,84.4,Knottins (small inhibitors- toxins- lectins) 
GPCPD1--GDE5--KIAA1434,c.37,82.4,P-loop containing nucleoside triphosphate hydrolases 
GPCPD1--GDE5--KIAA1434,c.1,99.8,TIM beta_alpha-barrel 
GPCPD1--GDE5--KIAA1434,b.3,98.0,Prealbumin-like 
GPD1,c.2,85.7,NAD(P)-binding Rossmann-fold domains 
GPD1,c.4,84.2,Nucleotide-binding domain 
GPD1,c.111,90.6,Activating enzymes of the ubiquitin-like proteins 
GPD1,a.100,100.0,6-phosphogluconate dehydrogenase C-terminal domain-like 
GPD1,c.3,80.5,FAD_NAD(P)-binding domain 
GPD1L--KIAA0089,c.3,85.2,FAD_NAD(P)-binding domain 
GPD1L--KIAA0089,c.2,81.6,NAD(P)-binding Rossmann-fold domains 
GPD1L--KIAA0089,a.100,100.0,6-phosphogluconate dehydrogenase C-terminal domain-like 
GPD1L--KIAA0089,c.4,82.0,Nucleotide-binding domain 
GPD1L--KIAA0089,c.31,83.2,DHS-like NAD_FAD-binding domain 
GPD1L--KIAA0089,c.37,83.7,P-loop containing nucleoside triphosphate hydrolases 
GPD2,c.3,96.7,FAD_NAD(P)-binding domain 
GPD2,a.39,97.6,EF Hand-like 
GPD2,c.4,96.9,Nucleotide-binding domain 
GPER1--CEPR--CMKRL2--DRY12--GPER--GPR30,f.13,99.9,Family A G protein-coupled receptor-like 
GPHA2--GPA2--ZSIG51,g.17,91.7,Cystine-knot cytokines 
GPHB5--GPB5--ZLUT1,g.17,99.9,Cystine-knot cytokines 
GPHN--GPH--KIAA1385,b.85,95.2,beta-clip 
GPHN--GPH--KIAA1385,b.103,99.9,MoeA N-terminal region -like 
GPHN--GPH--KIAA1385,c.57,97.2,Molybdenum cofactor biosynthesis proteins 
GPI,c.80,94.4,SIS domain 
GPIHBP1--HBP1,g.7,95.6,Snake toxin-like 
GPKOW--GPATC5--GPATCH5--T54,b.34,82.4,SH3-like barrel 
GPLD1--PIGPLD1,b.69,99.1,7-bladed beta-propeller 
GPLD1--PIGPLD1,a.124,96.7,Phospholipase C_P1 nuclease 
GPN1--MBDIN--RPAP4--XAB1--HUSSY-23,c.37,97.5,P-loop containing nucleoside triphosphate hydrolases 
GPR101,f.13,99.9,Family A G protein-coupled receptor-like 
GPR119,f.13,99.8,Family A G protein-coupled receptor-like 
GPR124--KIAA1531--TEM5,c.10,97.3,Leucine-rich repeat- LRR (right-handed beta-alpha superhelix) 
GPR124--KIAA1531--TEM5,b.1,82.5,Immunoglobulin-like beta-sandwich 
GPR124--KIAA1531--TEM5,g.76,95.1,Hormone receptor domain 
GPR126--DREG--VIGR,b.23,99.1,CUB-like 
GPR126--DREG--VIGR,b.29,97.4,Concanavalin A-like lectins_glucanases 
GPR126--DREG--VIGR,f.13,96.1,Family A G protein-coupled receptor-like 
GPR12,f.13,99.9,Family A G protein-coupled receptor-like 
GPR132--G2A,f.13,99.7,Family A G protein-coupled receptor-like 
GPR135,f.13,99.9,Family A G protein-coupled receptor-like 
GPR139--GPRG1--PGR3,f.13,99.8,Family A G protein-coupled receptor-like 
GPR141--PGR13,f.13,98.3,Family A G protein-coupled receptor-like 
GPR142--PGR2,f.13,99.6,Family A G protein-coupled receptor-like 
GPR142--PGR2,a.69,82.4,Left-handed superhelix 
GPR146--PGR8,f.13,99.0,Family A G protein-coupled receptor-like 
GPR148--BTR--PGR6,f.13,97.2,Family A G protein-coupled receptor-like 
GPR149--PGR10,f.13,93.2,Family A G protein-coupled receptor-like 
GPR150,f.13,99.4,Family A G protein-coupled receptor-like 
GPR151--PGR7,f.13,99.7,Family A G protein-coupled receptor-like 
GPR152--PGR5,f.13,99.4,Family A G protein-coupled receptor-like 
GPR153--PGR1,f.13,98.6,Family A G protein-coupled receptor-like 
GPR155--PGR22,a.4,97.4,DNA_RNA-binding 3-helical bundle 
GPR157,f.13,98.1,Family A G protein-coupled receptor-like 
GPR158--KIAA1136,g.3,80.2,Knottins (small inhibitors- toxins- lectins) 
GPR15,f.13,100.0,Family A G protein-coupled receptor-like 
GPR160--GPCR150,f.13,93.1,Family A G protein-coupled receptor-like 
GPR161,f.13,99.9,Family A G protein-coupled receptor-like 
GPR162--GRCA,f.13,98.5,Family A G protein-coupled receptor-like 
GPR171--H963,f.13,99.7,Family A G protein-coupled receptor-like 
GPR173--SREB3,f.13,99.8,Family A G protein-coupled receptor-like 
GPR174--FKSG79--GPCR17,f.13,99.9,Family A G protein-coupled receptor-like 
GPR176,f.13,99.8,Family A G protein-coupled receptor-like 
GPR179--GPR158L--GPR158L1,g.3,85.0,Knottins (small inhibitors- toxins- lectins) 
GPR17,f.13,100.0,Family A G protein-coupled receptor-like 
GPR182--ADMR,f.13,99.9,Family A G protein-coupled receptor-like 
GPR183--EBI2,f.13,100.0,Family A G protein-coupled receptor-like 
GPR18--GPCRW,f.13,99.9,Family A G protein-coupled receptor-like 
GPR19,f.13,100.0,Family A G protein-coupled receptor-like 
GPR1,f.13,99.9,Family A G protein-coupled receptor-like 
GPR20,f.13,99.8,Family A G protein-coupled receptor-like 
GPR21,f.13,99.9,Family A G protein-coupled receptor-like 
GPR22,f.13,99.8,Family A G protein-coupled receptor-like 
GPR25,f.13,99.9,Family A G protein-coupled receptor-like 
GPR26,f.13,99.8,Family A G protein-coupled receptor-like 
GPR27--SREB1,f.13,99.8,Family A G protein-coupled receptor-like 
GPR31,f.13,99.9,Family A G protein-coupled receptor-like 
GPR32,f.13,99.8,Family A G protein-coupled receptor-like 
GPR32P1,f.13,99.2,Family A G protein-coupled receptor-like 
GPR33,f.13,99.8,Family A G protein-coupled receptor-like 
GPR34,f.13,99.9,Family A G protein-coupled receptor-like 
GPR35,f.13,99.8,Family A G protein-coupled receptor-like 
GPR37,f.13,99.8,Family A G protein-coupled receptor-like 
GPR37L1--ETBRLP2,f.13,99.7,Family A G protein-coupled receptor-like 
GPR39,f.13,99.9,Family A G protein-coupled receptor-like 
GPR3--ACCA,f.13,99.8,Family A G protein-coupled receptor-like 
GPR42--GPR42P,f.13,99.9,Family A G protein-coupled receptor-like 
GPR45,f.13,100.0,Family A G protein-coupled receptor-like 
GPR4--GPR19,f.13,99.9,Family A G protein-coupled receptor-like 
GPR50,a.3,83.5,Cytochrome c 
GPR50,f.13,100.0,Family A G protein-coupled receptor-like 
GPR52,f.13,99.9,Family A G protein-coupled receptor-like 
GPR55,f.13,99.7,Family A G protein-coupled receptor-like 
GPR61--BALGR,f.13,99.9,Family A G protein-coupled receptor-like 
GPR62,f.13,98.8,Family A G protein-coupled receptor-like 
GPR63--PSP24B,f.13,99.9,Family A G protein-coupled receptor-like 
GPR65--TDAG8,f.13,99.9,Family A G protein-coupled receptor-like 
GPR68--OGR1,f.13,99.9,Family A G protein-coupled receptor-like 
GPR6,f.13,99.8,Family A G protein-coupled receptor-like 
GPR75,f.13,99.2,Family A G protein-coupled receptor-like 
GPR82,f.13,99.5,Family A G protein-coupled receptor-like 
GPR83--GPR72--KIAA1540,f.13,100.0,Family A G protein-coupled receptor-like 
